날짜,종목명,기사제목,감정상태
2023-06-08 09:40:00,LG화학,"“여수 바다에 탄소 흡수하는 해초 심는다”…LG화학, 잘피 서식지 복...",0
2023-06-08 09:18:00,LG화학,"LG화학, 여수에 '탄소 흡수하는 해초' 잘피 군락지 조성",0
2023-06-08 08:39:00,LG화학,"'산림보다 탄소 흡수 30배' 잘피 군락지…LG화학, 여수 앞바다에 ...",0
2023-06-08 08:02:00,LG화학,"LG화학, 여수 앞바다에 ‘탄소 흡수’ 해초 심는다",0
2023-06-08 08:02:00,LG화학,"LG화학, 여수 앞바다에 탄소 흡수하는 해초 심는다",0
2023-06-08 15:39:00,LG화학,"LG화학, 바닷속 탄소 줄이는 해초 서식지 복원",1
2023-06-08 08:57:00,LG화학,"LG화학, 여수서 ‘잘피 서식지 복원’ 사업 나서…4년간 14억원 지...",1
2023-06-08 08:42:00,LG화학,"LG화학, 여수 앞바다 잘피 서식지 복원 착수",1
2023-06-08 08:00:00,LG화학,"LG화학, 바닷속 탄소흡수원 '잘피숲' 복원 나선다",1
2023-06-07 08:51:00,LG화학,"""5년 뒤 리튬 50% 내재화""…LG화학 배터리 광물 확장",1
2023-06-06 10:52:00,LG화학,"양극재 키우는 LG화학, 브랜드가치 6조…글로벌 3위",1
2023-06-06 10:21:00,LG화학,LG화학 브랜드 가치 5.9조… 세계 화학 기업 3위,1
2023-06-06 06:05:00,LG화학,LG화학 브랜드 가치 5조9천억원…글로벌 화학기업 중 3위,1
2023-06-05 17:57:00,LG화학,부자들은 포스코홀딩스·LG화학 샀다,0
2023-06-02 15:48:00,LG화학,"LG화학, 450만 달러 투자한 기술 반환…항암제 역량 집중 시동",1
2023-06-02 15:08:00,LG화학,"신학철 LG화학 부회장, 일본서 ‘인재 확보’",0
2023-06-02 11:55:00,LG화학,신학철 “LG화학 일원 돼 달라” 日 인재들에 러브콜,0
2023-06-02 11:07:00,LG화학,"""LG화학에서 꿈 펼치라""…신학철 부회장, 日 인재에 '손짓'",0
2023-06-02 08:38:00,LG화학,"""인재 확보"" 신학철 LG화학 부회장, 일본까지 날아갔다",0
2023-06-02 08:18:00,LG화학,"신학철 LG화학 부회장, 日 찾아 인재 발굴",0
2023-06-02 11:23:00,LG화학,“글로벌 인재 직접 발굴 나선다”...LG화학 3대 신성장동력 속도전,1
2023-06-02 08:33:00,LG화학,"신학철 LG화학 부회장, 신성장동력 인재 찾아 일본행",0
2023-06-02 08:22:00,LG화학,"신학철 LG화학 부회장, 日서 신성장동력 이끌 인재확보 나서",0
2023-06-02 11:01:00,LG화학,"신학철 LG화학 부회장, 일본행 이유는?…""3대 신성장동력 인재 찾아""",0
2023-06-02 09:34:00,LG화학,"신학철 LG화학 부회장, ‘신성장 동력’ 이끌 인재 찾아 일본행",0
2023-06-02 08:40:00,LG화학,"“글로벌 인재 직접 찾는다”…신학철 LG화학 부회장, 3대 신성장동력...",0
2023-05-31 19:26:00,LG화학,"LG화학, 탄소나노튜브 4공장 착공…연산 6100톤 확대",1
2023-05-31 18:24:00,LG화학,"LG화학, 충남 대산에 탄소나노튜브 공장",1
2023-05-31 10:16:00,LG화학,"‘증설 또 증설’ LG화학, 탄소나노튜브 4공장 짓는다",1
2023-05-31 09:29:00,LG화학,"LG화학, 탄소나노튜브 4공장 착공..추가 증설도 검토",1
2023-05-31 09:19:00,LG화학,"""탄소나노튜브 뜬대""...LG화학, CNT 생산 2배로 늘린다",1
2023-05-31 08:45:00,LG화학,"LG화학, 4번째 CNT 공장 착공…배터리 소재 시장 공략",1
2023-05-31 18:00:00,LG화학,"LG화학, 탄소나노튜브 4공장 착공 ""생산 2배 확대""",1
2023-05-31 17:47:00,LG화학,"LG화학, 충남에 탄소나노튜브 4공장 착공",1
2023-05-31 15:39:00,LG화학,"LG화학, 탄소나노튜브 4공장 착공…시장 공략 가속화",1
2023-05-31 11:25:00,LG화학,"LG화학, 탄소나노튜브 4공장 착공",1
2023-05-31 10:54:00,LG화학,"LG화학 '탄소나노튜브' 4공장 착공 ""차세대 배터리소재 선점""",1
2023-05-31 08:13:00,LG화학,"LG화학, 배터리소재 탄소나노튜브 시장 공략 가속",1
2023-05-31 08:12:00,LG화학,"LG화학, 차세대 배터리 소재 ‘탄소나노튜브’ 4공장 착공…생산능력 ...",1
2023-05-31 08:11:00,LG화학,"LG화학, 신소재 탄소나노튜브 4공장 착공…연산 3천200t 규모",1
2023-05-31 15:41:00,LG화학,"엘디카본-LG화학, '화학적 재활용 통한 친환경 자원순환 제품 사업' ...",1
2023-05-31 14:48:00,LG화학,"엘디카본-LG화학, ‘화학적 재활용 통한 친환경 자원순환 제품 사업 ...",1
2023-05-31 10:14:00,LG화학,"LG화학, 탄소나노튜브 4공장 착공…배터리 소재 키운다",1
2023-05-31 09:14:00,LG화학,"LG화학, '차세대 배터리 소재' CNT 4공장 착공…추가증설도 검토",1
2023-05-31 08:48:00,LG화학,"LG화학, 배터리 소재 CNT 공장 더 짓는다…""경쟁우위 확고히""",1
2023-05-30 14:38:00,LG화학,"LG화학, 2050년 넷제로 목표…재생에너지 전환 속도 낸다",1
2023-05-29 17:46:00,LG화학,"[서경스타즈IR] 글로벌 전지소재 기업으로 변신…LG화학 ""올 매출 6...",0
2023-05-28 17:45:00,LG화학,"LG엔솔·LG화학 신용등급, 긍정적→안정적 하향 조정",2
2023-05-27 06:01:00,LG화학,베트남에 힘 싣는 애경케미칼… LG화학 현지 법인 인수,1
2023-05-25 09:51:00,LG화학,"LG화학, 미용성형 최신 시술법 제시…심포지엄 개최",0
2023-05-25 09:03:00,LG화학,"LG화학 ""미용성형 의료진 경쟁력 확보 지원""",1
2023-05-25 09:01:00,LG화학,의료현장 적용 가능 최신 에스테틱 시술법 소개한 LG화학,1
2023-05-25 08:52:00,LG화학,"LG화학, 'A.B.C 심포지엄' 개최…""미용성형 의료진 경쟁력 확보...",0
2023-05-24 18:35:00,LG화학,"[데이터로 보는 증시]LG화학·삼성전자, 기관·외국인 코스피 순매수 1...",0
2023-05-22 16:35:00,LG화학,청주시-LG화학 '1사 1하천 사랑운동' 협약,0
2023-05-20 09:01:00,LG화학,신학철 LG화학 부회장[금주의 CEO],0
2023-05-18 18:46:00,LG화학,"이스라엘 해수담수화 프로젝트에 LG화학, 역삼투막 3만여개 공급",1
2023-05-18 10:05:00,LG화학,"LG화학, 이스라엘 담수화 프로젝트에 역삼투막 3만개 공급",1
2023-05-18 08:51:00,LG화학,"LG화학, 이스라엘 해수담수화 역삼투막 대규모 수주",1
2023-05-18 08:49:00,LG화학,"LG화학, 이스라엘 해수담수화 프로젝트에 역삼투막 3만여개 공급",1
2023-05-18 08:44:00,LG화학,"LG화학, 이스라엘 담수화 프로젝트에 역삼투막 단독 공급",1
2023-05-18 08:32:00,LG화학,"LG화학, 이스라엘서 110만명 사용 '담수화 소재' 수주",1
2023-05-18 16:40:00,LG화학,"이스라엘 담수 3분의1, LG화학 '역삼투막'이 거른다",2
2023-05-18 14:59:00,LG화학,"LG화학, 이스라엘서 연 1억t 정수할 필터 공급계약",1
2023-05-18 14:03:00,LG화학,"LG화학, 대규모 해수담수 수주...'LG워솔' 지중해 품는다",1
2023-05-18 11:36:00,LG화학,"LG화학, 이스라엘 지중해를 식수로",0
2023-05-18 09:16:00,LG화학,"“110만명이 먹을 수 있는 물” LG화학, 이스라엘 지중해를 식수로...",0
2023-05-18 08:55:00,LG화학,LG화학 ‘물의 연금술’로 지중해 물 부족 해결한다,1
2023-05-18 14:57:00,LG화학,"LG화학, 이스라엘서 대규모 해수담수 프로젝트 수주",1
2023-05-18 09:10:00,LG화학,"LG화학, 이스라엘서 年 1억톤 ‘해수담수 프로젝트’ 수주",1
2023-05-18 09:16:00,LG화학,"LG화학, R&D 역량 키우고 '친환경' 혁신…세계최초 신소재로 입증",1
2023-05-16 20:05:00,LG화학,[그래픽] LG화학 3대 신성장동력 매출 계획,1
2023-05-16 18:12:00,LG화학,"신학철號 LG화학 ""화학 넘어 '글로벌 톱 과학기업' 변신""",0
2023-05-16 15:37:00,LG화학,"신학철 LG화학 부회장 ""전지소재 2030년 매출 30조 달성""",1
2023-05-16 15:07:00,LG화학,"LG화학, 전지소재 매출 30조로 키운다",1
2023-05-16 14:40:00,LG화학,"""화학기업→과학기업으로"" LG화학, 포트폴리오 대전환 선언..""203...",0
2023-05-16 11:25:00,LG화학,“LG화학 배터리 소재 매출 2030년 30조”,1
2023-05-16 10:08:00,LG화학,신학철 LG화학 부회장 “배터리 소재 매출 7년 안에 4.7조→30조...,1
2023-05-16 09:28:00,LG화학,"신학철 LG화학 부회장 ""전지소재 2030년 매출 30조 달성""",1
2023-05-16 09:13:00,LG화학,"LG화학, 전지 소재 매출 '2030년 30조원'으로 6배 키운다",1
2023-05-16 08:46:00,LG화학,"LG화학 ""3대 신사업 2030년 목표 매출 30조원→40조원""",1
2023-05-16 18:21:00,LG화학,배터리 소재 앞세운 LG화학 '2030년 매출 60조→70조원',1
2023-05-16 17:39:00,LG화학,"LG화학 ""배터리 소재 매출, 7년내 30조 달성""",1
2023-05-16 14:55:00,LG화학,기조연설 하는 신학철 LG화학 부회장,0
2023-05-16 11:07:00,LG화학,"신학철, LG화학 매출 40조로 키우는 ‘미래 청사진’ 내놨다",0
2023-05-16 10:17:00,LG화학,"LG화학 ""2030년 전지소재 매출 6배…친환경·신약 더해 '40조 ...",1
2023-05-16 09:39:00,LG화학,"석화→전지소재…LG화학의 業대전환, '2030 매출 30조' 정조준",1
2023-05-16 09:37:00,LG화학,"LG화학, 전지 소재 매출 2030년 30조원대 키운다",1
2023-05-16 09:10:00,LG화학,"LG화학, 전지소재 2030년 30조로 6배 키운다",1
2023-05-16 09:08:00,LG화학,"LG화학, 배터리 소재 2030년 매출 '21조→30조원' 상향조정",1
2023-05-16 17:25:00,LG화학,배터리 소재 베팅 LG화학 2030년 매출 30조 넘본다,1
2023-05-16 09:48:00,LG화학,"LG화학, 전지 소재 매출 '2030년 30조원'으로 6배 키운다(종...",1
2023-05-16 09:06:00,LG화학,LG화학 “2030년 배터리 소재 매출 30조원 달성”,1
2023-05-16 15:39:00,LG화학,배터리 소재 '30조원' 팔겠다 …LG화학 '글로벌 No.1' 정조준,1
2023-05-16 15:05:00,LG화학,LG화학 “2030년 배터리소재 매출 30조”,1
2023-05-16 10:46:00,LG화학,"LG화학, 2030년 전지 소재 매출 30조원",1
2023-05-15 12:13:00,LG화학,"""시장규모 10조"" LG화학 통풍치료제, 글로벌 블록버스터 1호 될까",1
2023-05-14 10:53:00,LG화학,코스피 주간 개인 순매수 1위 'LG화학',1
2023-05-14 10:52:00,LG화학,코스피 주간 기관 순매도 1위 'LG화학',2
2023-05-11 08:26:00,LG화학,"한국투자증권 “LG화학, 2분기부터 흑자전환...목표가 106만원”",1
2023-05-11 07:54:00,LG화학,"LG화학, 차별화된 성장 포트폴리오 부각…목표가 106만원-한투",1
2023-05-09 17:36:00,LG화학,우선주 더 오른 LG화학·현대차,1
2023-05-08 18:54:00,LG화학,"LG화학, 구미 세계 최대 양극재 공장 합작법인 전환 속도",1
2023-05-08 16:27:00,LG화학,"'IRA 리스크'에도 LG화학, 구미 양극재 공장 합작법인 전환......",2
2023-05-07 18:12:00,LG화학,"LG화학, 전자와 제조 스타트업 환경안전 지원",0
2023-05-07 09:31:00,LG화학,"LG화학·LG전자, 제조 스타트업 환경안전 개선 지원",0
2023-05-07 15:52:00,LG화학,"""스타트업 환경안전 지원""…LG화학, '세이프콘' 활동 개시",0
2023-05-07 10:55:00,LG화학,"""스타트업 환경 안전 개선""…LG화학 '세이프콘' 개시",0
2023-05-07 10:49:00,LG화학,"LG화학, 스타트업 안전 지킨다…안전 개선 지원",0
2023-05-07 10:04:00,LG화학,스타트업 안전 위해...LG화학·LG전자 베테랑이 뭉쳤다,0
2023-05-07 09:41:00,LG화학,"""스타트업 안전 지킨다""…LG화학, '세이프콘' 활동 시작",0
2023-05-07 09:26:00,LG화학,"LG화학, 제조업 스타트업 환경안전 개선 지원",0
2023-05-07 09:17:00,LG화학,"LG화학, LG소셜펠로우 기업 5개사에 환경안전 개선 지원",0
2023-05-07 09:11:00,LG화학,"LG화학, 스타트업 안전 지원하는 'SafeCon' 실시",0
2023-05-07 10:42:00,LG화학,"글랜우드PE, LG화학 진단사업부 인수 승기…‘카브아웃’ 역량 입증",1
2023-05-03 10:35:00,LG화학,LG화학 진단사업부문 우협에 글랜우드PE,1
2023-05-03 08:47:00,LG화학,"[fn마켓워치]글랜우드PE, LG화학 '체외진단 의료기기' 품는다",0
2023-05-03 06:10:00,LG화학,"LG화학 '스페셜티' 전담 사업부 꾸렸다…""석화 부진 돌파 승부수""",1
2023-05-02 22:13:00,LG화학,‘황제주’ 만드는 배터리 소재 그리고…진격의 LG화학,1
2023-05-02 20:52:00,LG화학,"LG화학, 진단사업 매각 글랜우드와 우선협상",0
2023-05-02 19:07:00,LG화학,"글랜우드PE, LG화학 진단사업부 품는다",0
2023-05-02 17:59:00,LG화학,"[단독]글랜우드PE, LG화학 진단사업 매각 우협 선정",1
2023-05-02 06:25:00,LG화학,LG화학·포스코퓨처엠 '전기차 효과'…분기 최대 매출 '好好',1
2023-05-01 16:00:00,LG화학,"LG화학 ""지속가능성에 기업의 미래가 있다""…모든 사업장 재생에너지로 ...",0
2023-04-30 14:38:00,LG화학,[단독][르포]플라스틱 '무한 재활용' 현실로…LG화학 연구팀 일냈다,0
2023-04-28 19:27:00,LG화학,[fn마켓워치]LG화학 체외진단 의료기기 글랜우드 등 3파전으로,1
2023-04-28 16:17:00,LG화학,LG화학 진단사업부문 매각 본입찰 3파전,0
2023-04-28 15:50:00,LG화학,LG화학 진단사업 인수 본입찰에 글랜우드 등 4곳 참여,0
2023-04-28 14:27:00,LG화학,양극재 타고 날아오른 LG화학·포스코퓨처엠,1
2023-04-28 08:25:00,LG화학,"메리츠證 ""LG화학, 1분기 전 사업부문 서프라이즈 달성""",1
2023-04-27 16:50:00,LG화학,"LG화학 ""IRA 우려단체 규제 강화땐 中 합작법인 지분 모두 인수""",0
2023-04-27 16:03:00,LG화학,"LG화학 ""IRA 우려단체 규제 강화 때 中 합작사 지분 조정""",0
2023-04-27 15:51:00,LG화학,"LG화학, 석화 쪼그라들고 전지재료는 성장",1
2023-04-27 15:08:00,LG화학,LG화학 1Q 영업익 23% 감소..석유화학 부진 여파,2
2023-04-27 10:16:00,LG화학,"LG화학, 1분기 영업이익 7910억…""신사업 호조로 선방""",1
2023-04-27 09:27:00,LG화학,"LG화학, 1Q 영업익 7910억 전년比 23%↓…""석화 부진 지속""...",2
2023-04-27 09:15:00,LG화학,LG화학 1분기 영업익 작년 동기보다 22.8%↓…신사업호조로 선방(...,1
2023-04-27 15:45:00,LG화학,"LG화학, LFP 양극재 진출 추진…""새만금 JV 中지분 매입 검토""(...",1
2023-04-27 14:31:00,LG화학,"[IR]LG화학 ""LFP 양극재 진출 검토…원재료 구축 협의 중""",1
2023-04-27 14:52:00,LG화학,"[IR]LG화학 ""새만금 전구체 공장에 신기술 적용…양산 시점 앞당길 ...",1
2023-04-27 11:36:00,LG화학,‘엔솔 IRA 효과’에도...LG화학 영업익 22.8% 줄어,2
2023-04-27 08:59:00,LG화학,"LG화학, 석화부문 손실 지속...영업익 22.8% 줄었다(종합)",2
2023-04-27 08:45:00,LG화학,"[속보]LG화학, 1분기 영업이익 7901억...전년比 22.8% 감...",2
2023-04-27 11:28:00,LG화학,LG화학 1분기 매출 14조4863억원,1
2023-04-27 10:43:00,LG화학,"LG화학, 1분기 영업이익 7910억원…전년比 22.8%↓",2
2023-04-27 09:43:00,LG화학,"LG화학, 1분기 영업이익 7910억원…전년 比 22.8%↓",2
2023-04-27 09:06:00,LG화학,"LG화학, 1분기 영업익 7910억…석유화학 부진 지속",2
2023-04-27 09:02:00,LG화학,"석유화학 사업 적자에…LG화학, 1분기 영업익 22.8%↓",2
2023-04-27 08:51:00,LG화학,LG화학 1분기 영업익 7910억원…전년比 22.8% ↓,2
2023-04-27 08:50:00,LG화학,"[속보] LG화학, 1분기 영업이익 7910억원…전년대비 22.8% ...",2
2023-04-27 09:03:00,LG화학,"LG화학, 1분기 영업익 7910억…전년比 23% ↓",1
2023-04-27 08:56:00,LG화학,"LG화학, 1분기 영업익 7910억…전년비 22.8% ↓",2
2023-04-27 08:45:00,LG화학,"[속보] LG화학, 1분기 영업익 7910억… 전년 동기 대비 22....",1
2023-04-27 08:44:00,LG화학,"[속보]LG화학, 1분기 영업익 7910억…전년比 23% ↓",1
2023-04-27 07:56:00,LG화학,"LG화학, 유럽 2차전지 신증설 70% 위태…폴란트 플랜트 경쟁력 부각",2
2023-04-24 14:01:00,LG화학,"'제미글로 선전·美신약 기업 인수'…LG화학, 1조클럽 가입 임박",1
2023-04-23 16:04:00,LG화학,"“이제는 2차전지 대장주”…LG화학, 황제주 재등극할까",1
2023-04-21 09:45:00,LG화학,테슬라發 악재에 국내 이차전지주 '휘청'…LG화학 3%대 하락,2
2023-04-21 09:41:00,LG화학,"KB증권, LG화학 등 ELS 공모…연수익 최고 12.7%",0
2023-04-21 06:15:00,LG화학,"LG화학, 첨단소재 투자액 석유화학 첫 추월…'배터리소재' 기업 굳힌다",1
2023-04-21 06:00:00,LG화학,"LG화학, 주가 100만원 시대 다시 여나",1
2023-04-20 17:01:00,LG화학,mRNA 항암제까지… 신약 개발 힘주는 LG화학,1
2023-04-20 16:30:00,LG화학,"삼양홀딩스, LG화학에 mRNA 전달체 기술이전…항암신약 개발서 협력",1
2023-04-20 10:26:00,LG화학,"LG화학, 삼양홀딩스와 ‘mRNA 항암제’ 개발 나서",1
2023-04-20 09:53:00,LG화학,"삼양홀딩스, LG화학과 mRNA 항암 신약 개발 협력...전달체 기술...",1
2023-04-20 09:37:00,LG화학,mRNA 항암신약 개발 힘 합치는 LG화학-삼양홀딩스,1
2023-04-20 08:57:00,LG화학,"삼양홀딩스, LG화학에 mRNA 전달체 비독점적 기술이전",1
2023-04-20 08:53:00,LG화학,"삼양홀딩스-LG화학, mRNA 항암 신약 개발 파트너십 체결",1
2023-04-20 16:04:00,LG화학,"LG화학, 삼바 밀어내고 시총 4위…황제주 등극 가시화",1
2023-04-20 15:39:00,LG화학,"[특징주] LG화학, 삼성바이오로직스 제치고 시총 4위 올라(종합)",1
2023-04-20 11:36:00,LG화학,"80만원도 뚫었다, LG화학…삼성바이오 제치고 시총 4위(종합)",1
2023-04-20 10:23:00,LG화학,"“엔솔 분사 후 다시 주가 100만원 가나”…LG화학, ‘삼바’ 제치...",2
2023-04-20 10:10:00,LG화학,"진격의 LG화학, 코스피 시총 4위 꿰찼다",1
2023-04-20 09:55:00,LG화학,"[특징주] LG화학, 시총 4위로 상승…삼성바이오로직스 제쳐",1
2023-04-20 14:39:00,LG화학,"삼양홀딩스-LG화학 ""항암 신약 개발 파트너십 체결""",1
2023-04-20 11:06:00,LG화학,"삼양홀딩스, LG화학과 항암신약 개발 파트너십 체결",1
2023-04-20 09:14:00,LG화학,"삼양홀딩스, LG화학과 mRNA 기반 항암신약 개발",1
2023-04-20 09:03:00,LG화학,"삼양홀딩스, LG화학과 항암신약 개발 파트너십 체결",1
2023-04-20 08:57:00,LG화학,"삼양홀딩스, LG화학과 mRNA 기반 항암신약 개발 '맞손'",1
2023-04-20 08:54:00,LG화학,"삼양홀딩스-LG화학, mRNA 기반 항암신약 개발 협력",1
2023-04-20 11:29:00,LG화학,2차전지 랠리 타고 시총 4위 찍었다…LG화학에 모이는 기대감,0
2023-04-20 10:02:00,LG화학,신학철은 계획이 다 있었다…LG화학 ‘이유 있는’ 주가 반등,1
2023-04-20 09:37:00,LG화학,"[특징주]LG화학, 새만금 전구체 공장 투자 소식에 강세",1
2023-04-20 09:19:00,LG화학,"LG화학, 코스피 시총 4위로 우뚝…이차전지 수혜 봤다",1
2023-04-20 08:01:00,LG화학,유가 오르자 플랜B 속도내는 LG화학·롯데케미칼,0
2023-04-19 18:13:00,LG화학,"LG화학, 새만금에 1.2조 투자… 매년 전기차 100만대 ‘전구체’ ...",1
2023-04-19 17:55:00,LG화학,"LG화학, 새만금 전구체 공장 MOU 체결",1
2023-04-19 17:04:00,LG화학,"LG화학, ‘새만금 전구체 공장’ 투자 협약식 열어",0
2023-04-19 16:19:00,LG화학,"㈜LG화학, 새만금산단에 1.2조원 투자…12월 전구체 공장 착공",0
2023-04-19 17:40:00,LG화학,"LG화학 ""美테네시에 배터리소재 거점 구축""",1
2023-04-19 17:06:00,LG화학,"LG화학, 새만금에 1.2조원 투자",0
2023-04-19 17:05:00,LG화학,"LG화학, 새만금 산단에 1.2조원 투자",0
2023-04-19 17:05:00,LG화학,"LG화학, 새만금 산단 투자협약",0
2023-04-19 09:34:00,LG화학,"""인재 확보하라"" LG화학·효성 등 채용 나선 화학업계",0
2023-04-19 09:07:00,LG화학,LG화학·효성·동화기업 등…화학 분야 상반기 신규 채용 문 활짝,0
2023-04-19 09:19:00,LG화학,"한투증권, LG화학 목표가↑…""첨단소재·배터리 성장 본격화""",1
2023-04-18 17:55:00,LG화학,LG화학 양극재공장 찾은 구광모... 訪美 앞두고 배터리 공급망 점검,0
2023-04-18 10:02:00,LG화학,"구광모 대표, LG화학 청주 공장 찾아 배터리 공급망 점검",0
2023-04-18 10:01:00,LG화학,"구광모 회장, 美 방문 앞두고 LG화학 공장서 배터리 공급망 점검",0
2023-04-18 17:35:00,LG화학,"‘2차전지 소재株 변신’ LG화학, 엔솔 분사 후 다시 100만원 넘을...",1
2023-04-18 09:36:00,LG화학,"“LG화학, 배터리 기업 입지 다져”...목표가 상향",1
2023-04-18 08:03:00,LG화학,"LG화학, 배터리 관련 기업 입지↑…목표가 94만→106만 -한국투자",1
2023-04-18 07:51:00,LG화학,"LG화학, 화학은 부진해도 양극재가 만회…목표주가↑-한국투자",2
2023-04-18 15:50:00,LG화학,"저출산 대책에 웃는 LG화학… ""난임시장 연 10% 성장""",0
2023-04-18 11:32:00,LG화학,"LG화학, 새만금서 양극재 핵심재료 생산",1
2023-04-18 10:11:00,LG화학,"구광모 회장, ‘현장 경영’…LG화학 양극재 공장 방문",0
2023-04-18 10:01:00,LG화학,LG화학 공장 찾은 구광모 “양극재는 미래 성장동력”,0
2023-04-18 10:00:00,LG화학,"구광모, LG화학 배터리소재 공장 방문…""선도적 경쟁우위 지속""",1
2023-04-18 10:00:00,LG화학,"구광모, LG화학 청주 양극재 공장 방문…""선도적 경쟁우위 지속""",1
2023-04-18 10:00:00,LG화학,"구광모 대표, LG화학 양극재 공장 방문",0
2023-04-18 08:57:00,LG화학,"""LG화학 배터리 보조금 1.5조…목표가 90만원""",1
2023-04-18 08:40:00,LG화학,"유안타증권, LG화학 목표가 올려…""배터리부문, 美보조금 효과""",1
2023-04-18 07:59:00,LG화학,"[클릭 e종목]""LG화학, 美 배터리 보조금 1.5조…목표가↑""",1
2023-04-18 08:42:00,LG화학,"한투 ""배터리 산업 과실 본격화…LG화학 목표가 상향""",1
2023-04-17 17:57:00,LG화학,"LG화학, 새만금에 전구체 공장 추진",1
2023-04-17 17:52:00,LG화학,"신학철 LG화학 부회장 ""새만금 공장으로 양극재 소재 안정 공급""",1
2023-04-17 14:27:00,LG화학,"LG화학, 새만금서 양극재 핵심 재료 만든다…1조2000억 투자해 전...",1
2023-04-17 14:16:00,LG화학,"LG화학, 中 업체와 1조 투자…새만금 전구체 공장 건립",1
2023-04-17 14:08:00,LG화학,"LG화학, 1.2조원 투자해 새만금에 전구체 공장 건설",1
2023-04-17 14:02:00,LG화학,"LG화학, 새만금에 전구체 공장 ‘신설’",1
2023-04-17 13:49:00,LG화학,"LG화학, 새만금에 1.2조 쏟아 전구체 공장 짓는다",1
2023-04-17 13:40:00,LG화학,"신학철 LG화학 부회장 ""양극재 수직 계열화 강화""",0
2023-04-17 15:59:00,LG화학,1년만에 시총 순위 요동…네카오 누른 LG화학·포스코홀딩스,1
2023-04-17 15:58:00,LG화학,"LG화학도 뛰어들었다…""배터리보다 더 돈 된다""는 이 시장",0
2023-04-17 14:43:00,LG화학,"LG화학, 새만금서 양극재 핵심 ‘전구체’ 생산한다…1.2조원 투자",1
2023-04-17 14:41:00,LG화학,“새만금에 2차전지 큰 거 온다”…LG화학·SK온 등 투자 몰려,0
2023-04-17 13:41:00,LG화학,"LG화학, 中 화유코발트와 새만금에 1.2조 '전구체' 투자",1
2023-04-17 09:33:00,LG화학,[목표가 UP&DOWN] “배터리 사업 호조” LG화학 목표가 17%↑,1
2023-04-17 09:28:00,LG화학,"""LG화학 주가 100만원 간다""…증권가 '장밋빛 전망' 이유는",1
2023-04-17 08:46:00,LG화학,석유화학 부진한데 LG화학 목표가 100만원으로 상향 왜? [투자36...,1
2023-04-17 08:29:00,LG화학,"삼성증권, LG화학 목표가 100만원으로 상향…""배터리 사업 호조""",1
2023-04-17 09:07:00,LG화학,"[클릭 e종목]""LG화학 목표주가 100만원‥18%↑""",1
2023-04-16 18:19:00,LG화학,"LG화학,中차이나플러스서 친환경·미래소재 대거 공개",1
2023-04-16 12:32:00,LG화학,"LG화학, ‘차이나플라스 2023’ 참가…“친환경·미래소재로 글로벌 ...",0
2023-04-16 11:05:00,LG화학,"LG화학, '차이나플라스 2023' 참가",0
2023-04-16 11:02:00,LG화학,"LG화학, 태양광·의료·배터리 미래 고부가 소재로 글로벌시장 공략",1
2023-04-16 11:01:00,LG화학,"LG화학, ‘차이나플라스2023’ 참가…친환경·미래소재 앞세워",0
2023-04-16 11:00:00,LG화학,"LG화학, 차이나플라스 2023 참가...친환경 기술 전면에",0
