날짜,종목명,기사제목,감정상태
2023-06-08 13:09:00,셀트리온,2023 바이오USA 셀트리온 부스,0
2023-06-08 08:38:00,셀트리온,"바스젠바이오, 시리즈B 순항 셀트리온 등서 30억 완료...‘연내 10...",1
2023-06-08 07:31:00,셀트리온,셀트리온·삼바 실적 좋아진다는데…제약바이오株 '반등 키'는?,1
2023-06-07 14:12:00,셀트리온,셀트리온 퀸즈 마스터즈 골프대회 양양 설해원 리조트서 개최,0
2023-06-06 18:48:00,셀트리온,"셀트리온, 양양서 '셀트리온 퀸즈 마스터즈' KLPGA 대회 개최",0
2023-06-06 15:11:00,셀트리온,"셀트리온, 양양에서 '셀트리온 퀸즈 마스터즈' KLPGA 대회 개최",0
2023-06-06 11:41:00,셀트리온,"셀트리온, ‘셀트리온 퀸즈 마스터즈’ KLPGA 대회 개최",0
2023-06-06 18:02:00,셀트리온,"셀트리온·롯데, 세계 최대 바이오 전시회서 위상 과시",0
2023-06-05 21:06:00,셀트리온,"셀트리온, 바이오USA서 글로벌 네트워크 확대에 박차",1
2023-06-05 17:11:00,셀트리온,"셀트리온, 바이오 USA서 글로벌 파트너십 강화 모색",1
2023-06-05 15:16:00,셀트리온,"셀트리온·뉴로바이오젠, '바이오 USA' 참가…협력 논의",0
2023-06-05 13:01:00,셀트리온,"바이오USA 찾은 셀트리온…""신약 경쟁력 강화 검토""",0
2023-06-05 13:01:00,셀트리온,"셀트리온, 바이오USA서 글로벌 파트너십 확대 모색",1
2023-06-05 13:00:00,셀트리온,"셀트리온 ""신규 모달리티 파트너 탐색""…올해도 바이오USA 참가",0
2023-06-05 17:33:00,셀트리온,"셀트리온, 美 바이오벤처와 손잡고 ‘먹는 휴미라’ 개발 속도",1
2023-06-05 17:21:00,셀트리온,셀트리온 '먹는 휴미라' 개발 속도,1
2023-06-05 10:29:00,셀트리온,"셀트리온, 美업체와 '먹는 자가면역질환 치료제' 개발 계약",1
2023-06-05 08:55:00,셀트리온,"셀트리온 美 바이오텍과 맞손…""먹는 고농도 휴미라 바이오시밀러 개발""",0
2023-06-05 08:51:00,셀트리온,"셀트리온, 美바이오텍과 휴미라 시밀러 경구제 개발",1
2023-06-05 08:46:00,셀트리온,"셀트리온, 美 바이오텍과 휴미라 시밀러 경구제 개발 나선다",1
2023-06-05 08:43:00,셀트리온,"셀트리온, 美 라니테라퓨틱스와 휴미라 시밀러 경구제 개발 맞손",1
2023-06-05 10:42:00,셀트리온,"셀트리온, 美바이오텍과 휴미라 시밀러 경구제형 개발 착수",1
2023-06-05 09:55:00,셀트리온,"셀트리온, 美 바이오텍과 휴미라 복제약 경구제형 개발 착수",1
2023-06-05 09:40:00,셀트리온,"셀트리온, 휴미라 바이오시밀러 경구제로 개발한다",1
2023-06-05 08:50:00,셀트리온,"셀트리온-美 바이오텍, 휴미라 바이오시밀러 CT-P17 경구형 개발",1
2023-06-02 17:30:00,셀트리온,英 왕립병원 의사도 '엄지척'…유럽서 호평받는 셀트리온 램시마SC,1
2023-06-02 09:51:00,셀트리온,"셀트리온그룹 ""유럽 학회서 자가면역질환 치료제 경쟁력 강조""",0
2023-06-02 08:57:00,셀트리온,"셀트리온그룹 ""유럽서 자가면역질환 치료제 경쟁력 입증""",1
2023-06-02 08:53:00,셀트리온,"셀트리온 유럽 심포지엄 “램시마SC, 의료진의 높은 신뢰도 확인”",1
2023-06-02 11:11:00,셀트리온,유럽류머티즘학회에서 심포지엄 개최한 셀트리온그룹,0
2023-06-02 11:01:00,셀트리온,"셀트리온그룹, 유럽 학회서 자가면역질환 치료제 심포지엄 열어",0
2023-06-01 09:07:00,셀트리온,"셀트리온 램시마SC, IV 대비 우월성으로 유럽 시장 경쟁력 확대",1
2023-06-01 08:17:00,셀트리온,6월 주식 뭐 살까…삼바·셀트리온·LG디플·삼전 주목,0
2023-05-31 22:05:00,셀트리온,"셀트리온 악템라 바이오시밀러, 오리지널과 약효 유사성 확인",1
2023-05-31 17:53:00,셀트리온,"셀트리온, 관절염주사 임상 데이터 공개",1
2023-05-31 10:17:00,셀트리온,"셀트리온 ""악템라 바이오시밀러, 오리지널약과 유사성 확인""",1
2023-05-31 09:52:00,셀트리온,"셀트리온, 유럽류마티스학회서 악템라 바이오시밀러 임상 데이터 공개",1
2023-05-31 09:16:00,셀트리온,"셀트리온, 유럽서 악템라 바이오시밀러 임상1상 데이터 첫 공개",1
2023-05-31 08:59:00,셀트리온,"셀트리온, 유럽 학회서 악템라SC 시밀러 임상 결과 첫 공개",1
2023-05-31 10:42:00,셀트리온,"셀트리온 ""악템라 바이오시밀러, 오리지널과 동등성 확인""",1
2023-05-31 10:34:00,셀트리온,"셀트리온, 유럽학회에서 악템라 시밀러 CT-P47 임상 공개",1
2023-05-31 10:08:00,셀트리온,"셀트리온, 악템라 바이오시밀러 임상 데이터 최초 공개",1
2023-05-31 09:02:00,셀트리온,"셀트리온 ""악템라 바이오시밀러, 오리지널 대비 안전성·유사성 확인""",1
2023-05-31 08:43:00,셀트리온,"셀트리온, 유럽서 CT-P47 임상데이터 발표…""안전성·유사성 확인""",1
2023-05-31 09:56:00,셀트리온,"셀트리온, ‘자가면역질환 치료제’ 공략 속도 낸다",1
2023-05-30 09:07:00,셀트리온,하이證 “셀트리온 목표가 21만원…유플라이마 美 진출로 점유율 ↑”,1
2023-05-30 09:03:00,셀트리온,"""셀트리온, 24조 '휴미라' 美 시장 진출 기대""",1
2023-05-30 08:09:00,셀트리온,"셀트리온, 24조 휴미라 미국 시장 개화…목표가 21만원-하이",1
2023-05-28 16:39:00,셀트리온,"셀트리온, 유럽 라인업 강화",1
2023-05-26 17:41:00,셀트리온,[유가증권시장 공시] LS / 셀트리온,0
2023-05-26 10:11:00,셀트리온,"셀트리온, 스텔라라 바이오시밀러 유럽 허가신청…""23조원 글로벌 시장 ...",1
2023-05-26 08:19:00,셀트리온,"셀트리온, 스텔라라 바이오시밀러 ‘CT-P43’ 유럽 허가 신청",1
2023-05-26 09:24:00,셀트리온,"셀트리온 ""스텔라라 바이오시밀러, 유럽 품목허가 신청""",1
2023-05-26 08:56:00,셀트리온,"셀트리온, 스텔라라 시밀러 유럽 허가신청…23조 시장 공략 시동",1
2023-05-26 08:25:00,셀트리온,"셀트리온, 스텔라라 바이오시밀러 ’CT-P43‘ 유럽 허가 신청",1
2023-05-26 08:12:00,셀트리온,"셀트리온, 스텔라라 바이오시밀러 'CT-P43' 유럽 허가신청",1
2023-05-26 08:08:00,셀트리온,"셀트리온, 스텔라라 바이오시밀러 'CT-P43' 유럽 허가신청 완료",1
2023-05-26 08:06:00,셀트리온,"셀트리온, 스텔라라 바이오시밀러 CT-P43 유럽 허가신청 완료",1
2023-05-25 10:35:00,셀트리온,24조원 휴미라 “게 섰거라”...셀트리온 ‘유플라이마’ FDA 허가 ...,2
2023-05-25 08:29:00,셀트리온,"셀트리온, 램시마SC·유플라이마 고성장 예상... 목표가↑-SK",1
2023-05-25 08:10:00,셀트리온,"셀트리온, 하반기 모멘텀 풍부…목표가↑-SK",1
2023-05-24 18:47:00,셀트리온,셀트리온 유플라이마 7월부터 美 판매 돌입,1
2023-05-24 12:31:00,셀트리온,"셀트리온, 휴미라 바이오시밀러 美 FDA 품목허가 획득",1
2023-05-24 11:57:00,셀트리온,"셀트리온, 미국서 바이오시밀러 '유플라이마' 품목허가 획득",1
2023-05-24 10:50:00,셀트리온,"셀트리온, 휴미라 바이오시밀러 ‘유플라이마’ 美 FDA 허가 획득",1
2023-05-24 10:45:00,셀트리온,"셀트리온, 유플라이마 美 FDA 허가 획득",1
2023-05-24 10:30:00,셀트리온,휴미라 시밀러 셀트리온 '유플라이마' 美시장 뚫었다,1
2023-05-24 10:16:00,셀트리온,"[공시] 셀트리온, 유플라이마 美 FDA 허가 획득",1
2023-05-24 10:15:00,셀트리온,"셀트리온, 휴미라 바이오시밀러 美 FDA 품목허가 획득",1
2023-05-24 10:12:00,셀트리온,"'D-38' 美 휴미라 시밀러 전쟁, 셀트리온도 참전한다",0
2023-05-24 09:49:00,셀트리온,"셀트리온, 휴미라 바이오시밀러 '유플라이마' 미국 판매허가",1
2023-05-24 14:14:00,셀트리온,"셀트리온, 휴미라 바이오시밀러 FDA 허가 획득…""7월 24조 美 시장...",1
2023-05-24 11:53:00,셀트리온,"셀트리온 ""휴미라 바이오시밀러 '유플라이마' 美 판매 허가""",1
2023-05-24 11:17:00,셀트리온,셀트리온 <자가면역질환 치료제> ‘유플라이마’ FDA 품목허가,1
2023-05-24 10:10:00,셀트리온,"셀트리온 ""휴미라 바이오시밀러, FDA 품목허가 획득""",1
2023-05-24 10:01:00,셀트리온,"셀트리온, 연 28조 매출 '휴미라' 바이오시밀러 美 FDA 품목허가",1
2023-05-24 09:58:00,셀트리온,"셀트리온, 유플라이마 美 FDA 품목허가…24조원 휴미라 공략 본격화",1
2023-05-24 09:52:00,셀트리온,"셀트리온, 휴미라 바이오시밀러 FDA 품목허가 획득",1
2023-05-24 09:49:00,셀트리온,"셀트리온, 휴미라 바이오시밀러 'CT-P17' 美 FDA 품목허가",1
2023-05-23 08:32:00,셀트리온,"""제약·바이오, 하반기 긍정적…셀트리온·유한양행 선호""",1
2023-05-23 08:00:00,셀트리온,"""하반기 제약·바이오 주가 오를 것…셀트리온 주목하라""-다올",0
2023-05-22 09:59:00,셀트리온,"""성장성 주목""…셀트리온그룹株, 증권가 호평에 일제 강세",1
2023-05-22 09:32:00,셀트리온,"""상승궤도 진입 직전""…셀트리온株 동반 강세",1
2023-05-22 09:20:00,셀트리온,"셀트리온 '램시마SC', 중남미 노린다…브라질 출시",1
2023-05-20 10:11:00,셀트리온,"셀트리온스킨큐어 셀린온, 새 모델로 아나운서 김희주 발탁",0
2023-05-19 11:30:00,셀트리온,"셀트리온스킨큐어 셀린온, 전속 모델 김희주 아나운서 발탁",0
2023-05-19 10:33:00,셀트리온,"美변호사들 “USPTO 특허권 완화 기조”...셀트리온, 시밀러 5종 ...",1
2023-05-17 06:01:00,셀트리온,"'제3의 물결' 내건 셀트리온…""시밀러 11종 추가 개발""",1
2023-05-16 10:52:00,셀트리온,"셀트리온, 다발성경화증 치료 복제약 임상3상 계획 美 제출",1
2023-05-16 09:40:00,셀트리온,"셀트리온, 美 FDA에 오크레부스 바이오시밀러 후보물질 임상 3상 신...",1
2023-05-16 09:37:00,셀트리온,"셀트리온 ""다발성경화증 바이오시밀러, 미국 임상 3상 신청""",1
2023-05-16 09:33:00,셀트리온,"셀트리온, 오크레부스 시밀러 美 FDA에 임상3상 IND 제출",1
2023-05-16 09:03:00,셀트리온,"셀트리온, 오크레부스 바이오시밀러 ‘CT-P53’ 美 3상 신청",1
2023-05-16 08:31:00,셀트리온,"셀트리온, 다발성경화증藥 '오크레부스' 시밀러 美 3상 IND 제출",1
2023-05-16 10:33:00,셀트리온,"셀트리온, 다발성경화증 치료제 시밀러 글로벌 3상 IND 제출",1
2023-05-16 09:38:00,셀트리온,"셀트리온, 다발성경화증 치료제 미 FDA에 임상 3상 신청",1
2023-05-16 09:05:00,셀트리온,"셀트리온, FDA에 오크레부스 바이오시밀러 임상3상 계획 제출",1
2023-05-16 08:33:00,셀트리온,"셀트리온, 오크레부스 바이오시밀러 ‘글로벌 임상 3상 절차 돌입’",1
2023-05-16 08:18:00,셀트리온,'연 9조' 자가면역질환 치료제 뛰어든 셀트리온…美 임상 3상 신청,1
2023-05-15 17:38:00,셀트리온,[유가증권시장 공시] 셀트리온 / 남광토건 / 노루페인트,0
2023-05-15 15:49:00,셀트리온,"셀트리온, '램시마SC' 미국서 소아 대상 임상3상 추진",1
2023-05-15 15:17:00,셀트리온,"잘나가는 '램시마SC'…셀트리온, 영토 확장 속도낸다",1
2023-05-15 11:30:00,셀트리온,"셀트리온, FDA에 램시마SC 소아 대상 임상 3상 신청",1
2023-05-15 11:22:00,셀트리온,셀트리온 ‘램시마SC’ 美소아환자 임상3상 신청,1
2023-05-15 11:10:00,셀트리온,"셀트리온, 美 FDA에 램시마SC 임상 3상 신청…소아 환자 대상",1
2023-05-15 10:33:00,셀트리온,"셀트리온 ""램시마SC, FDA에 소아 대상 임상 3상 신청""",1
2023-05-15 10:18:00,셀트리온,"셀트리온, 美서 램시마SC 임상3상 신청…대장염 소아 환자 대상",1
2023-05-15 08:17:00,셀트리온,"NH투자, 셀트리온헬스 목표가↑…""매출 하반기 갈수록 늘 것""",1
2023-05-12 07:01:00,셀트리온,"셀트리온, 삼천당-삼성 제친다...아일리아 시밀러 상반기 허가 신청",1
2023-05-11 17:19:00,셀트리온,"셀트리온헬스, 유럽에 유방암약 공급",1
2023-05-11 15:44:00,셀트리온,"셀트리온헬스, 유럽서 ‘베그젤마’ 수주",1
2023-05-11 10:31:00,셀트리온,"셀트리온 '베그젤마', 伊·벨기에 입찰 수주 성공",1
2023-05-10 16:17:00,셀트리온,"'호실적' 셀트리온…""하반기 더 좋다, 유플라이마 美 승인 주목""",1
2023-05-10 11:20:00,셀트리온,"셀트리온 ""램시마SC, 美학회서 크론병·대장염 치료유효성 확인""",1
2023-05-10 09:54:00,셀트리온,"셀트리온, 美 DDW서 '램시마SC' 글로벌 임상3상 발표",1
2023-05-10 11:15:00,셀트리온,"셀트리온, 미국소화기학회서 램시마SC 글로벌 임상 3상 발표",1
2023-05-10 10:40:00,셀트리온,"셀트리온, 美 소화기학회서 ‘램시마SC’ 임상 3상 발표",1
2023-05-10 10:01:00,셀트리온,"셀트리온, 美소화기학회서 램시마SC 글로벌 3상 결과 발표",1
2023-05-10 09:58:00,셀트리온,"셀트리온 “램시마SC, 유효성·안전성 확인”..美소화기학회서 3상 발...",1
2023-05-10 09:34:00,셀트리온,"셀트리온, 美 소화기학회서 '램시마SC' 글로벌 임상 3상 발표",1
2023-05-10 08:51:00,셀트리온,"셀트리온 ""램시마SC, 글로벌 3상서 유효성·안전성 확인""",1
2023-05-09 16:41:00,셀트리온,"""비싸면 안 사""…셀트리온, 박스터 인수 추진 철회",2
2023-05-09 16:30:00,셀트리온,"셀트리온 ""박스터 바이오파마솔루션 사업 인수, 추진 철회""",2
2023-05-09 11:00:00,셀트리온,"셀트리온 ""美 박스터 바이오파마솔루션 사업부 인수 안한다""",1
2023-05-09 10:17:00,셀트리온,"셀트리온 ""박스터 바이오파마솔루션 사업부 인수 안하기로""",2
2023-05-09 10:10:00,셀트리온,"셀트리온 “美 박스터, 바이오사업부 인수 추진 철회”",2
2023-05-09 09:38:00,셀트리온,"셀트리온 ""美 박스터 바이오사업부 인수 추진 철회""",2
2023-05-09 09:14:00,셀트리온,"셀트리온, 박스터 바이오파마 인수 철회…사모펀드에 인수",1
2023-05-09 08:44:00,셀트리온,"셀트리온 ""박스터인터내셔널 바이오파마 인수 추진 안해""[주목 e공시]",0
2023-05-09 08:40:00,셀트리온,"셀트리온, 박스터인터내셔널 바이오파마 인수 부인",1
2023-05-09 16:19:00,셀트리온,[시황종합]코스피 소폭 하락…차별화 장세 속 '네이버·셀트리온' 강세,0
2023-05-09 15:53:00,셀트리온,"[데이터로 보는 증시]셀트리온· NAVER, 기관·외국인 코스피 순매수...",0
2023-05-09 11:35:00,셀트리온,"‘오너 리스크’ 극복한 ‘깜짝 실적’...셀트리온, 1분기 호실적에 주...",1
2023-05-09 10:41:00,셀트리온,"[주가동향] 셀트리온, 바이오시밀러 힘입은 호실적에 그룹주 상승세",1
2023-05-09 06:19:00,셀트리온,혼외자 논란에도…증권가 “셀트리온 사라” 왜?,2
2023-05-09 11:15:00,셀트리온,혼외자 논란 속에서도...셀트리온 주가 6%대 상승,2
2023-05-09 10:24:00,셀트리온,"셀트리온, 서정진 회장 혼외자 사과문 통했나…5%대 상승[특징주]",2
2023-05-09 09:25:00,셀트리온,"셀트리온, 서정진 회장 혼외자 논란에도 1분기 호실적에 주가↑",1
2023-05-09 09:51:00,셀트리온,"셀트리온, “美 박스터인터내셔널 바이오사업부 인수 추진 안 한다”",1
2023-05-09 09:08:00,셀트리온,"셀트리온 ""美 박스터인터내셔널 바이오사업부 인수 추진 안 해""",2
2023-05-09 09:00:00,셀트리온,셀트리온 “박스터 사업부 인수 안해”…향후 M&A 향방은,1
2023-05-09 08:56:00,셀트리온,"셀트리온 ""박스터인터네셔널 바이오파마 인수 안한다""",1
2023-05-09 08:45:00,셀트리온,셀트리온 “박스터 인수 추진 않기로 결정”,2
2023-05-09 09:48:00,셀트리온,"셀트리온, 1분기 호실적에 성장성도 장착…주가 6%대 급등",1
2023-05-09 07:49:00,셀트리온,셀트리온 견조한 실적…북미 신제품 출시 매출 성장 기대-하나증권,1
2023-05-09 09:36:00,셀트리온,역대 1Q 최고매출 낸 셀트리온…램시마가 이끌었다,1
2023-05-09 08:40:00,셀트리온,"“셀트리온, 램시마SC 확대로 호실적…성장 이어질 것”",1
2023-05-09 09:08:00,셀트리온,"증권가, 셀트리온 수익성 강화 기대…""진단키트 손실은 일회성""",2
2023-05-09 09:05:00,셀트리온,"[특징주]셀트리온, 1분기 호실적에 3%대↑",1
2023-05-09 08:56:00,셀트리온,"""'신제품 줄줄이 대기' 셀트리온, 수익성 개선된다""",1
2023-05-09 08:37:00,셀트리온,"NH證 ""셀트리온, 램시마SC 공급 본격화…목표가↑""",1
2023-05-09 07:41:00,셀트리온,"셀트리온, 1Q 호실적 기록…美 유플라이마 허가 모멘텀 기대-SK",1
2023-05-09 07:41:00,셀트리온,"셀트리온, 유플라이마 PBM 등재가 트리거-하나",0
2023-05-08 17:36:00,셀트리온,"셀트리온, 1분기 영업이익 1823억원…전년 대비 41% 증가",1
2023-05-08 17:33:00,셀트리온,시밀러 호조에 셀트리온 1·4분기 영업이익 전년比 41% 증가,1
2023-05-08 17:15:00,셀트리온,"셀트리온, 1분기 매출 5975억원, 영업이익 1823억원 기록",1
2023-05-08 16:57:00,셀트리온,"셀트리온, 1Q 매출 6천억 육박...1분기 기준 사상 최대",1
2023-05-08 16:41:00,셀트리온,셀트리온 1분기 매출 5975억…영업익 41% 증가,1
2023-05-08 16:41:00,셀트리온,"셀트리온, 영업이익 1823억원…전년대비 41% ↑",1
2023-05-08 16:31:00,셀트리온,'바이오시밀러의 힘' 셀트리온 1분기 영업이익 1823억…전년 대비 ...,1
2023-05-08 16:21:00,셀트리온,"셀트리온, 1분기 영업이익 1823억원…전년 대비 41% 증가",1
2023-05-08 16:17:00,셀트리온,셀트리온 1Q 매출 5975억…영업익 41%↑,1
2023-05-08 17:34:00,셀트리온,셀트리온 1분기 영업이익 1천824억원…작년 동기 대비 41.1%↑(종...,2
2023-05-08 17:10:00,셀트리온,"셀트리온, 1분기 영업익 1823억원..'램시마SC 덕' 전년比 41...",1
2023-05-08 16:50:00,셀트리온,"셀트리온, 1분기 영업익 1824억원…전년比 41.1% 증가",1
2023-05-08 16:48:00,셀트리온,"셀트리온, 1분기 사상 최대 실적 달성",1
2023-05-08 16:27:00,셀트리온,"셀트리온, 1Q 영업익 1823억원…""영업이익률 30.5% 달성""(종...",1
2023-05-08 16:27:00,셀트리온,"셀트리온, 1분기 영업이익 1823억원…전년 대비 41% 증가",1
2023-05-08 16:31:00,셀트리온,"셀트리온, 1분기 영업익 1824억…전년比 41% 증가",1
2023-05-08 16:20:00,셀트리온,"셀트리온, 1분기 영업익 1824억…전년비 41.1% ↑",1
2023-05-08 16:08:00,셀트리온,"셀트리온, 1Q 영업익 1823억원…전년비 41% 증가(1보)",1
2023-05-08 16:08:00,셀트리온,"[속보]셀트리온, 1Q 영업익 1823억원…전년比 41.06% ↑",1
2023-05-06 22:00:00,셀트리온,"서정진 셀트리온 회장, 복귀하자마자 오너리스크[화제의 바이오人]",0
2023-05-06 09:01:00,셀트리온,서정진 셀트리온 회장[금주의 CEO],0
2023-05-04 17:35:00,셀트리온,"셀트리온, 바스젠바이오에 지분투자하고 공동 연구개발",0
2023-05-04 16:48:00,셀트리온,"셀트리온, 16만명 한국인 유전체 정보 보유한 바스젠바이오와 바이오마...",0
2023-05-04 16:16:00,셀트리온,"셀트리온, 바스젠바이오에 지분투자…""바이오마커 개발 공동연구""",0
2023-05-04 15:22:00,셀트리온,"셀트리온, 바스젠바이오와 바이오마커 개발 파트너십 체결",1
2023-05-04 14:49:00,셀트리온,"셀트리온, 바스젠바이오와 바이오마커 개발 파트너십 체결",1
2023-05-04 14:38:00,셀트리온,"셀트리온, 바이오마커 발굴 나선다",1
2023-05-04 14:37:00,셀트리온,셀트리온 빅데이터 '바스젠바이오'와 공동연구개발 계약 체결,1
2023-05-04 13:52:00,셀트리온,"셀트리온, 바이오 빅데이터 기업과 바이오마커 개발 협력",1
2023-05-04 13:21:00,셀트리온,"셀트리온, 바스젠바이오와 바이오마커 개발 파트너십",1
2023-05-04 15:44:00,셀트리온,[코스닥 마감]상승 전환해 840선…셀트리온 4%대 강세,1
2023-05-04 14:38:00,셀트리온,"셀트리온, '바스젠바이오'와 공동 연구개발 계약 체결",1
2023-05-04 14:37:00,셀트리온,"셀트리온-바스젠바이오, 바이오마커 개발 파트너십 체결",1
2023-05-04 14:28:00,셀트리온,"셀트리온-바스젠바이오 ""바이오마커 개발 파트너십 체결""",1
2023-05-04 14:10:00,셀트리온,"셀트리온, 바스젠바이오와 공동 R&D 계약 체결…바이오 빅데이터 역량...",1
2023-05-04 14:01:00,셀트리온,"셀트리온, 바스젠바이오와 바이오마커 개발 파트너십",1
2023-05-04 07:00:00,셀트리온,"[현장클릭]형제의 난...느긋한 조현문, ""셀트리온은?""",0
2023-05-04 06:41:00,셀트리온,셀트리온그룹 승계구도에 돌발 ‘오너 리스크’,2
2023-05-03 18:55:00,셀트리온,혼외자 상속 분쟁 가능성 셀트리온…지배구조 흔들리나,0
2023-05-03 16:01:00,셀트리온,셀트리온 3형제[핫스탁](종합),0
2023-05-03 11:22:00,셀트리온,"셀트리온 그룹 주가, 서정진 회장 혼외자 이슈에 주춤 [이홍표의 전쟁...",0
2023-05-03 10:44:00,셀트리온,"“또 오너리스크?”...셀트리온그룹주, 이번엔 서정진 회장 혼외자 이...",2
2023-05-03 10:42:00,셀트리온,"“두 딸 호적에”…서정진, 혼외자 이슈에 셀트리온그룹株 동반 약세",2
2023-05-03 16:27:00,셀트리온,"""서정진 혼외자 친자 인정, 셀트리온 지배구조 영향 제한적""",0
2023-05-03 15:46:00,셀트리온,[특징주] 서정진 두 혼외자 친자 인정…셀트리온 약보합 마감(종합2보...,1
2023-05-03 14:05:00,셀트리온,서정진 복귀 두 달 만에…'대형 오너리스크' 터진 셀트리온,2
2023-05-03 11:35:00,셀트리온,[특징주] 서정진 두 혼외자 친자 인정…셀트리온 약세로(종합),2
2023-05-03 11:33:00,셀트리온,"서정진 혼외자 두 딸, 호적 올랐다…셀트리온 주가, ‘지배구조 리스크...",0
2023-05-03 11:11:00,셀트리온,[주가동향] '혼외자 논란' 셀트리온 그룹주 일제히 약세,2
2023-05-03 10:30:00,셀트리온,서정진 리스크에 셀트리온 그룹株 약세 [특징주],2
2023-05-03 09:54:00,셀트리온,혼외자 두 딸 호적에 올린 서정진 회장…셀트리온 그룹주 약세,2
2023-05-03 09:52:00,셀트리온,[특징주]서정진 혼외자 이슈에 셀트리온그룹株 동반 약세,2
2023-05-03 09:32:00,셀트리온,[핫스탁]셀트리온 3형제,0
2023-05-03 09:23:00,셀트리온,"[특징주] 셀트리온 그룹주, 서정진 회장 혼외자 이슈에 약세",2
2023-05-03 12:50:00,셀트리온,서정진 혼외 자녀 호적 오르자 셀트리온 주가 ‘흔들’,0
2023-05-03 10:10:00,셀트리온,"서정진 혼외 딸 2명 법적자녀로…친모 운영 2개사, 셀트리온그룹 추가",0
2023-05-02 23:16:00,셀트리온,서정진 셀트리온 회장 혼외자 2명 호적에… 친모와 서 회장은 소송,0
2023-05-02 18:23:00,셀트리온,삼바·셀트리온 1분기 호실적… 하반기도 상승세 이어간다,1
2023-05-02 17:50:00,셀트리온,"셀트리온 바이오시밀러, 유럽서 임상 3상 추진",1
2023-05-02 17:05:00,셀트리온,"셀트리온, 오크레부스 바이오시밀러 글로벌 임상3상 본격화",1
2023-05-02 15:30:00,셀트리온,"셀트리온, 오크레부스 바이오시밀러 다국가 임상 3상 IND 신청",1
2023-05-02 10:40:00,셀트리온,"셀트리온, 오크레부스 바이오시밀러 임상 3상 착수",1
2023-05-02 09:43:00,셀트리온,"셀트리온, 오크레부스 바이오시밀러 임상 3상 착수",1
2023-05-02 09:12:00,셀트리온,"셀트리온, 오크레부스 시밀러 유럽 임상3상 IND 제출",1
2023-05-02 08:47:00,셀트리온,"셀트리온, 오크레부스 시밀러 'CT-P53' 유럽 임상 3상 IND ...",1
2023-05-02 09:42:00,셀트리온,"셀트리온 ""다발성경화증 바이오시밀러, 유럽 임상 3상 신청""",1
2023-05-02 09:06:00,셀트리온,"셀트리온, 다발성경화증 바이오시밀러 유럽 3상 신청",1
2023-05-02 08:53:00,셀트리온,"셀트리온, 다발성경화증 치료제 바이오시밀러 글로벌 3상 착수",1
2023-05-02 08:52:00,셀트리온,"셀트리온 ""다발성경화증 치료제 바이오시밀러 3상 계획 제출""",1
2023-05-02 08:20:00,셀트리온,"셀트리온, 다발성경화증 바이오시밀러 글로벌 임상3상 착수",1
2023-05-01 06:11:00,셀트리온,서정진 경영 복귀 후 셀트리온 ESG 광폭 행보,0
2023-04-30 08:25:00,셀트리온,"독보적 ADC 강자...셀트리온,롯데가 피노바이오와 손잡은 까닭",1
2023-04-26 17:28:00,셀트리온,"[게시판] 셀트리온, 강원도 산불 피해 지역에 성금 1억원 전달",1
2023-04-26 17:18:00,셀트리온,"셀트리온, 강원도 산불 피해 지원에 1억 원 기탁",1
